Date,Time,LogLevel,Source,EventID,EventType,Message
2025-06-29,00:02:00,Information,Security,4672,Special Logon,User JohnDoe logged back in after lunch.
2025-06-29,00:24:00,Information,Security,4624,Logon,User JohnDoe opened CRM application to update client records.
2025-06-29,00:35:00,Information,Security,4634,Logoff,User KRivera resumed editing \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,01:02:00,Information,Security,4634,Logoff,User AJackson edited sales forecast spreadsheet \\Server\Legal\Contract_Template.docx
2025-06-29,01:06:00,Information,Security,4624,Logon,User AJackson downloaded a training manual from the company intranet.
2025-06-29,01:19:00,Information,Security,4624,Logon,User KRivera Special privileges assigned to new logon.
2025-06-29,01:49:00,Information,Security,4624,Logon,User KRivera saved updates to \\Server\Legal\Contract_Template.docx
2025-06-29,02:12:00,Information,Security,4672,Special Logon,User JaneSmith edited sales forecast spreadsheet \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,02:17:00,Information,Security,4634,Logoff,User JaneSmith edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-29,02:43:00,Information,Security,4634,Logoff,User KRivera Special privileges assigned to new logon.
2025-06-29,02:50:00,Information,Security,4624,Logon,User JohnDoe logged off for lunch.
2025-06-29,03:19:00,Information,Security,4672,Special Logon,User JohnDoe saved updates to \\Server\Finance\Q2_Report.xlsx
2025-06-29,03:20:00,Information,Security,4634,Logoff,User MLopez logged on successfully.
2025-06-29,03:23:00,Information,Security,4624,Logon,User MLopez opened CRM application to update client records.
2025-06-29,03:33:00,Information,Security,4663,Object Access,User AJackson accessed shared presentation \\Server\Legal\Contract_Template.docx
2025-06-29,04:01:00,Information,Security,4634,Logoff,User AJackson Special privileges assigned to new logon.
2025-06-29,04:17:00,Information,Security,4672,Special Logon,User KRivera downloaded a training manual from the company intranet.
2025-06-29,04:21:00,Information,Security,4624,Logon,User AJackson Special privileges assigned to new logon.
2025-06-29,04:42:00,Information,Security,4663,Object Access,User JohnDoe logged off and ended session.
2025-06-29,05:04:00,Information,Security,4624,Logon,User KRivera saved updates to \\Server\Sales\Forecast_2025.xlsx
2025-06-29,05:05:00,Information,Security,4663,Object Access,User KRivera saved updates to \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,05:29:00,Information,Security,4672,Special Logon,User AJackson saved updates to \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,05:54:00,Information,Security,4663,Object Access,User JaneSmith downloaded a training manual from the company intranet.
2025-06-29,06:08:00,Information,Security,4663,Object Access,User JohnDoe logged on successfully.
2025-06-29,06:24:00,Information,Security,4672,Special Logon,User JaneSmith logged on successfully.
2025-06-29,06:41:00,Information,Security,4663,Object Access,User JaneSmith logged off and ended session.
2025-06-29,06:55:00,Information,Security,4624,Logon,User KRivera saved updates to \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,07:09:00,Information,Security,4672,Special Logon,User MLopez logged back in after lunch.
2025-06-29,07:21:00,Information,Security,4624,Logon,User JaneSmith logged off and ended session.
2025-06-29,07:28:00,Information,Security,4624,Logon,User JohnDoe resumed editing \\Server\Legal\Contract_Template.docx
2025-06-29,07:35:00,Information,Security,4624,Logon,User AJackson logged on successfully.
2025-06-29,08:03:00,Information,Security,4672,Special Logon,User KRivera edited sales forecast spreadsheet \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,08:30:00,Information,Security,4672,Special Logon,User KRivera edited sales forecast spreadsheet \\Server\Sales\Forecast_2025.xlsx
2025-06-29,08:55:00,Information,Security,4634,Logoff,User JohnDoe accessed internal wiki for project details.
2025-06-29,09:17:00,Information,Security,4663,Object Access,User KRivera logged off and ended session.
2025-06-29,09:46:00,Information,Security,4624,Logon,User KRivera logged off for lunch.
2025-06-29,09:49:00,Information,Security,4663,Object Access,User JaneSmith Special privileges assigned to new logon.
2025-06-29,09:50:00,Information,Security,4624,Logon,User KRivera saved updates to \\Server\HR\Employee_Handbook.pdf
2025-06-29,10:07:00,Information,Security,4663,Object Access,User KRivera downloaded a training manual from the company intranet.
2025-06-29,10:33:00,Information,Security,4663,Object Access,User KRivera logged on successfully.
2025-06-29,10:41:00,Information,Security,4634,Logoff,User KRivera logged off for lunch.
2025-06-29,10:54:00,Information,Security,4663,Object Access,User JohnDoe logged off and ended session.
