Date,Time,LogLevel,Source,EventID,EventType,Message
2025-06-29,03:04:00,Information,Security,4624,Logon,User KRivera logged on successfully.
2025-06-29,03:33:00,Information,Security,4634,Logoff,User MLopez opened CRM application to update client records.
2025-06-29,03:53:00,Information,Security,4634,Logoff,User JohnDoe saved updates to \\Server\Finance\Q2_Report.xlsx
2025-06-29,04:10:00,Information,Security,4624,Logon,User JohnDoe logged off and ended session.
2025-06-29,04:40:00,Information,Security,4672,Special Logon,User KRivera logged off for lunch.
2025-06-29,04:55:00,Information,Security,4672,Special Logon,User AJackson opened CRM application to update client records.
2025-06-29,04:59:00,Information,Security,4634,Logoff,User JohnDoe Special privileges assigned to new logon.
2025-06-29,05:22:00,Information,Security,4634,Logoff,User JohnDoe logged back in after lunch.
2025-06-29,05:47:00,Information,Security,4624,Logon,User JohnDoe accessed internal wiki for project details.
2025-06-29,05:57:00,Information,Security,4672,Special Logon,User KRivera accessed shared presentation \\Server\HR\Employee_Handbook.pdf
2025-06-29,06:02:00,Information,Security,4663,Object Access,User AJackson opened CRM application to update client records.
2025-06-29,06:13:00,Information,Security,4634,Logoff,User MLopez logged off for lunch.
2025-06-29,06:21:00,Information,Security,4672,Special Logon,User JaneSmith logged off and ended session.
2025-06-29,06:35:00,Information,Security,4624,Logon,User JaneSmith downloaded a training manual from the company intranet.
2025-06-29,06:42:00,Information,Security,4634,Logoff,User KRivera logged off for lunch.
2025-06-29,06:58:00,Information,Security,4663,Object Access,User JaneSmith logged on successfully.
2025-06-29,07:06:00,Information,Security,4634,Logoff,User JohnDoe saved updates to \\Server\Sales\Forecast_2025.xlsx
2025-06-29,07:26:00,Information,Security,4672,Special Logon,User KRivera logged on successfully.
2025-06-29,07:38:00,Information,Security,4663,Object Access,User AJackson accessed internal wiki for project details.
2025-06-29,08:02:00,Information,Security,4663,Object Access,User AJackson saved updates to \\Server\Sales\Forecast_2025.xlsx
2025-06-29,08:05:00,Information,Security,4624,Logon,User JaneSmith opened CRM application to update client records.
2025-06-29,08:15:00,Information,Security,4624,Logon,User JaneSmith accessed shared presentation \\Server\HR\Employee_Handbook.pdf
2025-06-29,08:33:00,Information,Security,4624,Logon,User AJackson accessed internal wiki for project details.
2025-06-29,09:02:00,Information,Security,4672,Special Logon,User AJackson accessed internal wiki for project details.
2025-06-29,09:22:00,Information,Security,4624,Logon,User AJackson resumed editing \\Server\Legal\Contract_Template.docx
2025-06-29,09:45:00,Information,Security,4663,Object Access,User AJackson accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
