Date,Time,LogLevel,Source,EventID,EventType,Message
2025-06-28,16:48:00,Information,Security,4663,Object Access,User AJackson logged off and ended session.
2025-06-28,17:09:00,Information,Security,4634,Logoff,User JaneSmith opened CRM application to update client records.
2025-06-28,17:25:00,Information,Security,4634,Logoff,User MLopez accessed shared presentation \\Server\Finance\Q2_Report.xlsx
2025-06-28,17:29:00,Information,Security,4634,Logoff,User AJackson opened CRM application to update client records.
2025-06-28,17:42:00,Information,Security,4634,Logoff,User JaneSmith saved updates to \\Server\Finance\Q2_Report.xlsx
2025-06-28,18:09:00,Information,Security,4634,Logoff,User JaneSmith Special privileges assigned to new logon.
2025-06-28,18:12:00,Information,Security,4663,Object Access,User JohnDoe Special privileges assigned to new logon.
2025-06-28,18:17:00,Information,Security,4624,Logon,User KRivera accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
2025-06-28,18:35:00,Information,Security,4624,Logon,User AJackson accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
2025-06-28,18:44:00,Information,Security,4672,Special Logon,User AJackson edited sales forecast spreadsheet \\Server\Sales\Forecast_2025.xlsx
2025-06-28,19:01:00,Information,Security,4672,Special Logon,User JohnDoe edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-28,19:21:00,Information,Security,4634,Logoff,User JaneSmith logged off and ended session.
2025-06-28,19:44:00,Information,Security,4672,Special Logon,User AJackson saved updates to \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-28,20:14:00,Information,Security,4624,Logon,User MLopez accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
2025-06-28,20:24:00,Information,Security,4672,Special Logon,User JohnDoe edited sales forecast spreadsheet \\Server\Sales\Forecast_2025.xlsx
2025-06-28,20:28:00,Information,Security,4624,Logon,User AJackson saved updates to \\Server\Legal\Contract_Template.docx
2025-06-28,20:51:00,Information,Security,4624,Logon,User JaneSmith resumed editing \\Server\HR\Employee_Handbook.pdf
2025-06-28,21:13:00,Information,Security,4672,Special Logon,User AJackson resumed editing \\Server\HR\Employee_Handbook.pdf
2025-06-28,21:29:00,Information,Security,4634,Logoff,User AJackson accessed shared presentation \\Server\Legal\Contract_Template.docx
2025-06-28,21:51:00,Information,Security,4663,Object Access,User KRivera downloaded a training manual from the company intranet.
2025-06-28,22:08:00,Information,Security,4663,Object Access,User JaneSmith logged off and ended session.
2025-06-28,22:26:00,Information,Security,4672,Special Logon,User JohnDoe downloaded a training manual from the company intranet.
2025-06-28,22:27:00,Information,Security,4634,Logoff,User MLopez accessed shared presentation \\Server\HR\Employee_Handbook.pdf
2025-06-28,22:40:00,Information,Security,4634,Logoff,User JaneSmith Special privileges assigned to new logon.
2025-06-28,22:56:00,Information,Security,4663,Object Access,User AJackson opened CRM application to update client records.
2025-06-28,23:02:00,Information,Security,4663,Object Access,User JaneSmith resumed editing \\Server\HR\Employee_Handbook.pdf
2025-06-28,23:15:00,Information,Security,4663,Object Access,User JaneSmith resumed editing \\Server\HR\Employee_Handbook.pdf
2025-06-28,23:30:00,Information,Security,4634,Logoff,User AJackson logged off and ended session.
2025-06-28,23:31:00,Information,Security,4672,Special Logon,User KRivera accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
2025-06-28,23:57:00,Information,Security,4634,Logoff,User JaneSmith edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-29,00:05:00,Information,Security,4663,Object Access,User AJackson logged on successfully.
2025-06-29,00:09:00,Information,Security,4663,Object Access,User MLopez edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-29,00:13:00,Information,Security,4634,Logoff,User KRivera accessed internal wiki for project details.
2025-06-29,00:37:00,Information,Security,4672,Special Logon,User KRivera accessed internal wiki for project details.
2025-06-29,00:45:00,Information,Security,4624,Logon,User AJackson accessed shared presentation \\Server\Sales\Forecast_2025.xlsx
2025-06-29,01:08:00,Information,Security,4672,Special Logon,User KRivera Special privileges assigned to new logon.
2025-06-29,01:22:00,Information,Security,4672,Special Logon,User AJackson saved updates to \\Server\Finance\Q2_Report.xlsx
2025-06-29,01:36:00,Information,Security,4663,Object Access,User JohnDoe opened CRM application to update client records.
2025-06-29,01:50:00,Information,Security,4634,Logoff,User JaneSmith opened CRM application to update client records.
2025-06-29,02:07:00,Information,Security,4672,Special Logon,User KRivera logged off and ended session.
2025-06-29,02:36:00,Information,Security,4663,Object Access,User AJackson resumed editing \\Server\Legal\Contract_Template.docx
2025-06-29,02:43:00,Information,Security,4672,Special Logon,User AJackson opened CRM application to update client records.
2025-06-29,02:46:00,Information,Security,4663,Object Access,User JohnDoe logged back in after lunch.
2025-06-29,02:55:00,Information,Security,4634,Logoff,User JaneSmith logged off and ended session.
2025-06-29,03:06:00,Information,Security,4672,Special Logon,User JaneSmith edited sales forecast spreadsheet \\Server\Finance\Q2_Report.xlsx
2025-06-29,03:11:00,Information,Security,4672,Special Logon,User JohnDoe logged back in after lunch.
2025-06-29,03:30:00,Information,Security,4624,Logon,User AJackson edited sales forecast spreadsheet \\Server\Finance\Q2_Report.xlsx
2025-06-29,03:59:00,Information,Security,4672,Special Logon,User KRivera accessed shared presentation \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-29,04:23:00,Information,Security,4663,Object Access,User MLopez accessed internal wiki for project details.
2025-06-29,04:41:00,Information,Security,4663,Object Access,User KRivera accessed shared presentation \\Server\Finance\Q2_Report.xlsx
2025-06-29,05:06:00,Information,Security,4624,Logon,User JaneSmith logged off and ended session.
2025-06-29,05:29:00,Information,Security,4663,Object Access,User MLopez logged off for lunch.
2025-06-29,05:49:00,Information,Security,4634,Logoff,User AJackson logged off for lunch.
2025-06-29,06:15:00,Information,Security,4634,Logoff,User JaneSmith accessed shared presentation \\Server\HR\Employee_Handbook.pdf
2025-06-29,06:37:00,Information,Security,4672,Special Logon,User KRivera resumed editing \\Server\Sales\Forecast_2025.xlsx
2025-06-29,06:59:00,Information,Security,4624,Logon,User JaneSmith resumed editing \\Server\Finance\Q2_Report.xlsx
2025-06-29,07:08:00,Information,Security,4663,Object Access,User MLopez logged on successfully.
2025-06-29,07:32:00,Information,Security,4672,Special Logon,User AJackson saved updates to \\Server\HR\Employee_Handbook.pdf
2025-06-29,07:36:00,Information,Security,4634,Logoff,User MLopez accessed internal wiki for project details.
2025-06-29,07:55:00,Information,Security,4663,Object Access,User MLopez opened CRM application to update client records.
2025-06-29,08:21:00,Information,Security,4634,Logoff,User MLopez Special privileges assigned to new logon.
2025-06-29,08:33:00,Information,Security,4624,Logon,User JaneSmith downloaded a training manual from the company intranet.
2025-06-29,08:48:00,Information,Security,4672,Special Logon,User JaneSmith saved updates to \\Server\Legal\Contract_Template.docx
2025-06-29,08:58:00,Information,Security,4663,Object Access,User AJackson downloaded a training manual from the company intranet.
